schema_version,evidence_id,action_id,action_name,sector,component,source_id,source_title,pdf_page,printed_page,quote_verbatim,quote_language,indicator_ids_addressed,indicator_names_addressed,direction,quantified_value,support_scope,maladaptation_signal,extraction_run_id,review_status,reviewed_by,reviewed_at,review_note
0.3.0,ev_bb94baea75b71f49,icare_0154,Clean and unclog drainage channels and install eco-barriers,health,vulnerability,H_SRC_008,Operational Framework for Building Climate Resilient Health Systems,17,11,"The challenge of climate change requires a wider perspective, which includes the selection of more climate-resilient intervention options both within healthcare and in health-determining sectors, from renewable energy in health facilities to climate resilient water and sanitation infrastructure. Building and expanding traditional systems of healthcare delivery to enhance climate resilience includes attention to improved management of the environmental determinants of health, such as water and sanitation, nutrition and air quality.",en,50042 | 50066 | 50088 | 50089,Households without access to garbage collection | Households without access to garbage collection | Households without access to garbage collection | Water supply,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_3eab26b373174082,icare_0170,Build safe housing and implement urban rehabilitation projects for populations living in high-risk areas,health,exposure,H_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",37,25,"Responses to ongoing sea level rise and land subsidence in low-lying coastal cities and settlements and small islands include protection, accommodation, advance and planned relocation (high confidence). These responses are more effective if combined and/or sequenced, planned well ahead, aligned with sociocultural values and development priorities, and underpinned by inclusive community engagement processes (high confidence).",en,50022 | 50025 | 50048 | 50049 | 50071 | 50094 | 50096,Settlements | Rural population | Settlements | Informal settlements | Settlements | Population density | Informal settlements,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_b4164c7bead94d31,icare_0170,Build safe housing and implement urban rehabilitation projects for populations living in high-risk areas,health,vulnerability,H_SRC_008,Operational Framework for Building Climate Resilient Health Systems,17,11,"The challenge of climate change requires a wider perspective, which includes the selection of more climate-resilient intervention options both within healthcare and in health-determining sectors, from renewable energy in health facilities to climate resilient water and sanitation infrastructure. Building and expanding traditional systems of healthcare delivery to enhance climate resilience includes attention to improved management of the environmental determinants of health, such as water and sanitation, nutrition and air quality.",en,50013 | 50042 | 50066 | 50088 | 50089,No access to adequate sanitation | Households without access to garbage collection | Households without access to garbage collection | Households without access to garbage collection | Water supply,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_d62508fc0dd8dc57,icare_0173,Preventive maintenance of drainage systems,health,vulnerability,H_SRC_008,Operational Framework for Building Climate Resilient Health Systems,17,11,"The challenge of climate change requires a wider perspective, which includes the selection of more climate-resilient intervention options both within healthcare and in health-determining sectors, from renewable energy in health facilities to climate resilient water and sanitation infrastructure. Building and expanding traditional systems of healthcare delivery to enhance climate resilience includes attention to improved management of the environmental determinants of health, such as water and sanitation, nutrition and air quality.",en,50042 | 50066 | 50088 | 50089,Households without access to garbage collection | Households without access to garbage collection | Households without access to garbage collection | Water supply,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_ec70dd17844c0662,icare_0178,Redirect urban development through climate‑risk spatial planning,health,exposure,H_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",1657,1645,Reviewing land use and spatial planning to reduce exposure to climate risks.,en,50022 | 50025 | 50048 | 50049 | 50071 | 50094 | 50096,Settlements | Rural population | Settlements | Informal settlements | Settlements | Population density | Informal settlements,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_0d7956b12c995759,icare_0180,Expand urban green-blue networks and corridors,health,exposure,H_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",2452,2440,"Urban greening (e.g., tree planting; construction of stormwater retention areas; construction of green roofs and cool roofs; provision of rainwater barrels; pervious pavement materials) Mitigation, particularly avoided emissions; public health improvements—increases in physical activity, reductions in air and noise pollution, reduced urban heat island effect, improved mental health; urban flood risk management; water savings; energy savings",en,50050 | 50072,Natural coverage | Natural coverage,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_d3f31b67444c4a55,icare_0181,Restore in Vulnerable Areas,health,exposure,H_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",37,25,"Responses to ongoing sea level rise and land subsidence in low-lying coastal cities and settlements and small islands include protection, accommodation, advance and planned relocation (high confidence). These responses are more effective if combined and/or sequenced, planned well ahead, aligned with sociocultural values and development priorities, and underpinned by inclusive community engagement processes (high confidence).",en,50022 | 50025 | 50048 | 50049 | 50071 | 50094 | 50096,Settlements | Rural population | Settlements | Informal settlements | Settlements | Population density | Informal settlements,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_6d91253ca45c76fc,icare_0181,Restore in Vulnerable Areas,health,vulnerability,H_SRC_008,Operational Framework for Building Climate Resilient Health Systems,17,11,"The challenge of climate change requires a wider perspective, which includes the selection of more climate-resilient intervention options both within healthcare and in health-determining sectors, from renewable energy in health facilities to climate resilient water and sanitation infrastructure. Building and expanding traditional systems of healthcare delivery to enhance climate resilience includes attention to improved management of the environmental determinants of health, such as water and sanitation, nutrition and air quality.",en,50013 | 50042 | 50066 | 50088 | 50089,No access to adequate sanitation | Households without access to garbage collection | Households without access to garbage collection | Households without access to garbage collection | Water supply,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_eddbbbe2b24bd9f5,icare_0182,Develop an Urban Afforestation Plan,health,exposure,H_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",2452,2440,"Urban greening (e.g., tree planting; construction of stormwater retention areas; construction of green roofs and cool roofs; provision of rainwater barrels; pervious pavement materials) Mitigation, particularly avoided emissions; public health improvements—increases in physical activity, reductions in air and noise pollution, reduced urban heat island effect, improved mental health; urban flood risk management; water savings; energy savings",en,50024 | 50050 | 50072 | 50097,Deforestation | Natural coverage | Natural coverage | Deforestation,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_761df104692a2521,icare_0185,Improve Creation of An Epidemiological Intelligence Center,health,vulnerability,H_SRC_007,Climate change and health: vulnerability and adaptation assessment,17,5,"A national or subnational vulnerability and adaptation assessment provides public health officials with robust information to strengthen health systems and communities in high-priority areas, including developing and implementing health information systems (e.g. monitoring and surveillance systems, syndromic surveillance systems) to track illnesses, injuries and deaths and to inform early warning systems that protect health (e.g. linked to meteorological information).",en,50017 | 50018 | 50020 | 50045 | 50068 | 50092,"Ipa | falciparum malaria | Access to diagnosis and treatment | Incidence of American cutaneous leishmaniasis | Incidence of visceral leishmaniasis | Incidence of arboviruses dengue, zika and chikungunya",supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_79c78f362c1b07d1,ipcc_0084,Restore/create natural areas,health,exposure,H_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",2452,2440,"Urban greening (e.g., tree planting; construction of stormwater retention areas; construction of green roofs and cool roofs; provision of rainwater barrels; pervious pavement materials) Mitigation, particularly avoided emissions; public health improvements—increases in physical activity, reductions in air and noise pollution, reduced urban heat island effect, improved mental health; urban flood risk management; water savings; energy savings",en,50024 | 50050 | 50072 | 50097,Deforestation | Natural coverage | Natural coverage | Deforestation,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
