"parameter_id","parameter_title","parameter_type","meaning_category","calculation_phase","unit","tef_priority_tag","all_tags","tef_global_default","global_default_available","global_default_scaling","global_default_valid_from","global_default_year","global_default_reference","global_default_reference_domain","global_default_comment","country_specific_value_count","countries_with_values","default_use_assessment","preferred_source_level","data_sourcing_effort","assessment_rationale","classification_status","direct_activity_model_count","direct_activity_model_ids","transition_model_count","transition_model_codes","transition_model_ids","sectors","m1_in_scope_tef_parameter","m1_in_scope_shift_count","m1_in_scope_shift_codes","m1_data_work_assessment","tef_source_file","tef_repository","tef_source_snapshot","analysis_date","tef_licence"
"stock_institutional_unregulated_butane_use","Stock institutional other butane use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_butane_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_butane_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_coal_use","Stock institutional other coal use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_coal_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_coal_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_diesel_use","Stock institutional other diesel use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","3","ES; FR; GB","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_diesel_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_diesel_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_district_heat_use","Stock institutional other district heat use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_district_heat_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_district_heat_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_gas_oil_use","Stock institutional other gas oil use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_gas_oil_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_gas_oil_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_gas_use","Stock institutional other gas use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","3","ES; FR; GB","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_gas_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_gas_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_kerosene_use","Stock institutional other kerosene use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_kerosene_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_kerosene_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_lpg_use","Stock institutional other liquefied petroleum gas (LPG) use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_lpg_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_lpg_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_oil_use","Stock institutional other oil use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_oil_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_oil_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_petrol_use","Stock institutional other petrol use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_petrol_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_petrol_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_propane_use","Stock institutional other propane use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_propane_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_propane_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_large_utility_machinery_cng","Stock CNG large utility machinery","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","large_utility_machinery_cng","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_large_utility_machinery_cng.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_large_utility_machinery_diesel","Stock diesel large utility machinery","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","large_utility_machinery_diesel","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_large_utility_machinery_diesel.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_large_utility_machinery_lpg","Stock LPG large utility machinery","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","large_utility_machinery_lpg","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_large_utility_machinery_lpg.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
